StateName,InstituteType,Institute,Quota,Branch,Category,TotalSeats,SeatGender
Andhra Pradesh,All India except Central University,"Rangaraya Medical College, Kakinada, PITHAPURAM ROAD, KAKINADA (200420)",All India,MBBS (MBBS),EW NO,3,Both
Andhra Pradesh,All India except Central University,"Rangaraya Medical College, Kakinada, PITHAPURAM ROAD, KAKINADA (200420)",All India,MBBS (MBBS),OP NO,16,Both
Andhra Pradesh,All India except Central University,"Rangaraya Medical College, Kakinada, PITHAPURAM ROAD, KAKINADA (200420)",All India,MBBS (MBBS),OP PH,1,Both
Andhra Pradesh,All India except Central University,"Rangaraya Medical College, Kakinada, PITHAPURAM ROAD, KAKINADA (200420)",All India,MBBS (MBBS),SC NO,5,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Andhra Pradesh,All India except Central University,"Rangaraya Medical College, Kakinada, PITHAPURAM ROAD, KAKINADA (200420)",All India,MBBS (MBBS),ST NO,2,Both
Andhra Pradesh,All India except Central University,"S V Medical College, Tirupati, NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI (200426)",All India,MBBS (MBBS),BC NO,9,Both
Andhra Pradesh,All India except Central University,"S V Medical College, Tirupati, NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI (200426)",All India,MBBS (MBBS),EW NO,4,Both
Andhra Pradesh,All India except Central University,"S V Medical College, Tirupati, NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI (200426)",All India,MBBS (MBBS),EW PH,1,Both
Andhra Pradesh,All India except Central University,"S V Medical College, Tirupati, NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI (200426)",All India,MBBS (MBBS),OP NO,13,Both
Andhra Pradesh,All India except Central University,"S V Medical College, Tirupati, NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI (200426)",All India,MBBS (MBBS),SC NO,6,Both
Andhra Pradesh,All India except Central University,"S V Medical College, Tirupati, NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI (200426)",All India,MBBS (MBBS),ST NO,3,Both
Andhra Pradesh,All India except Central University,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI (200434)",All India,MBBS (MBBS),BC NO,6,Female Only
Andhra Pradesh,All India except Central University,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI (200434)",All India,MBBS (MBBS),BC PH,1,Female Only
Andhra Pradesh,All India except Central University,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI (200434)",All India,MBBS (MBBS),EW NO,2,Female Only
Andhra Pradesh,All India except Central University,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI (200434)",All India,MBBS (MBBS),OP NO,10,Female Only
Andhra Pradesh,All India except Central University,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI (200434)",All India,MBBS (MBBS),OP PH,1,Female Only
Andhra Pradesh,All India except Central University,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI (200434)",All India,MBBS (MBBS),SC NO,3,Female Only
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Andhra Pradesh,All India except Central University,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI (200434)",All India,MBBS (MBBS),SC PH,1,Female Only
Andhra Pradesh,All India except Central University,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI (200434)",All India,MBBS (MBBS),ST NO,2,Female Only
Assam,All India Institute Of Medical Science(AIIMS),"AIIMS Guwahati, PO-CHANGSARI, DISTRICT-KAMRUP (200519)",Open Seat Quota,MBBS (MBBS),BC NO,26,Both
Assam,All India Institute Of Medical Science(AIIMS),"AIIMS Guwahati, PO-CHANGSARI, DISTRICT-KAMRUP (200519)",Open Seat Quota,MBBS (MBBS),BC PH,1,Both
Assam,All India Institute Of Medical Science(AIIMS),"AIIMS Guwahati, PO-CHANGSARI, DISTRICT-KAMRUP (200519)",Open Seat Quota,MBBS (MBBS),EW NO,9,Both
Assam,All India Institute Of Medical Science(AIIMS),"AIIMS Guwahati, PO-CHANGSARI, DISTRICT-KAMRUP (200519)",Open Seat Quota,MBBS (MBBS),EW PH,1,Both
Assam,All India Institute Of Medical Science(AIIMS),"AIIMS Guwahati, PO-CHANGSARI, DISTRICT-KAMRUP (200519)",Open Seat Quota,MBBS (MBBS),OP NO,39,Both
Assam,All India Institute Of Medical Science(AIIMS),"AIIMS Guwahati, PO-CHANGSARI, DISTRICT-KAMRUP (200519)",Open Seat Quota,MBBS (MBBS),OP PH,2,Both
Assam,All India Institute Of Medical Science(AIIMS),"AIIMS Guwahati, PO-CHANGSARI, DISTRICT-KAMRUP (200519)",Open Seat Quota,MBBS (MBBS),SC NO,14,Both
Assam,All India Institute Of Medical Science(AIIMS),"AIIMS Guwahati, PO-CHANGSARI, DISTRICT-KAMRUP (200519)",Open Seat Quota,MBBS (MBBS),SC PH,1,Both
Assam,All India Institute Of Medical Science(AIIMS),"AIIMS Guwahati, PO-CHANGSARI, DISTRICT-KAMRUP (200519)",Open Seat Quota,MBBS (MBBS),ST NO,6,Both
Assam,All India Institute Of Medical Science(AIIMS),"AIIMS Guwahati, PO-CHANGSARI, DISTRICT-KAMRUP (200519)",Open Seat Quota,MBBS (MBBS),ST PH,1,Both
Assam,All India except Central University,"Assam Medial College, Dibrugarh, Borbari, Dibrugarh (200102)",All India,MBBS (MBBS),BC NO,11,Both
Assam,All India except Central University,"Assam Medial College, Dibrugarh, Borbari, Dibrugarh (200102)",All India,MBBS (MBBS),EW NO,3,Both
Assam,All India except Central University,"Assam Medial College, Dibrugarh, Borbari, Dibrugarh (200102)",All India,MBBS (MBBS),OP NO,15,Both
Assam,All India except Central University,"Assam Medial College, Dibrugarh, Borbari, Dibrugarh (200102)",All India,MBBS (MBBS),OP PH,1,Both
Assam,All India except Central University,"Assam Medial College, Dibrugarh, Borbari, Dibrugarh (200102)",All India,MBBS (MBBS),SC NO,5,Both
Assam,All India except Central University,"Assam Medial College, Dibrugarh, Borbari, Dibrugarh (200102)",All India,MBBS (MBBS),ST NO,3,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Assam,All India except Central University,"Dhubri Medical College, Dhubri, P.O. Jhagrarpar SPO, Dhubri, Assam, PIN - 783325 (200642)",All India,MBBS (MBBS),BC NO,4,Both
Assam,All India except Central University,"Dhubri Medical College, Dhubri, P.O. Jhagrarpar SPO, Dhubri, Assam, PIN - 783325 (200642)",All India,MBBS (MBBS),EW NO,2,Both
Assam,All India except Central University,"Dhubri Medical College, Dhubri, P.O. Jhagrarpar SPO, Dhubri, Assam, PIN - 783325 (200642)",All India,MBBS (MBBS),OP NO,5,Both
Assam,All India except Central University,"Dhubri Medical College, Dhubri, P.O. Jhagrarpar SPO, Dhubri, Assam, PIN - 783325 (200642)",All India,MBBS (MBBS),SC NO,3,Both
Assam,All India except Central University,"Dhubri Medical College, Dhubri, P.O. Jhagrarpar SPO, Dhubri, Assam, PIN - 783325 (200642)",All India,MBBS (MBBS),ST NO,1,Both
Assam,All India except Central University,"Diphu Medical College & Hospital, Diphu, Assam, principaldiphu@gmail.com (200578)",All India,MBBS (MBBS),BC NO,4,Both
Assam,All India except Central University,"Diphu Medical College & Hospital, Diphu, Assam, principaldiphu@gmail.com (200578)",All India,MBBS (MBBS),EW NO,2,Both
Assam,All India except Central University,"Diphu Medical College & Hospital, Diphu, Assam, principaldiphu@gmail.com (200578)",All India,MBBS (MBBS),OP NO,6,Both
Assam,All India except Central University,"Diphu Medical College & Hospital, Diphu, Assam, principaldiphu@gmail.com (200578)",All India,MBBS (MBBS),SC NO,2,Both
Assam,All India except Central University,"Diphu Medical College & Hospital, Diphu, Assam, principaldiphu@gmail.com (200578)",All India,MBBS (MBBS),ST NO,1,Both
Assam,All India except Central University,"ESIC Medical College and Hospital, Beltola, No. 242, Pir Ajan Fakir Road, Beltola, Guwahati, Assam-781022 (904552)",All India,MBBS (MBBS),BC NO,1,Both
Assam,All India except Central University,"ESIC Medical College and Hospital, Beltola, No. 242, Pir Ajan Fakir Road, Beltola, Guwahati, Assam-781022 (904552)",All India,MBBS (MBBS),BC PH,1,Both
Assam,All India except Central University,"ESIC Medical College and Hospital, Beltola, No. 242, Pir Ajan Fakir Road, Beltola, Guwahati, Assam-781022 (904552)",All India,MBBS (MBBS),OP NO,3,Both
Assam,All India except Central University,"ESIC Medical College and Hospital, Beltola, No. 242, Pir Ajan Fakir Road, Beltola, Guwahati, Assam-781022 (904552)",All India,MBBS (MBBS),SC NO,1,Both
Assam,All India except Central University,"ESIC Medical College and Hospital, Beltola, No. 242, Pir Ajan Fakir Road, Beltola, Guwahati, Assam-781022 (904552)",All India,MBBS (MBBS),ST NO,1,Both
Assam,All India except Central University,"ESIC Medical College and Hospital, Beltola, No. 242, Pir Ajan Fakir Road, Beltola, Guwahati, Assam-781022 (904552)",Employees State Insurance Scheme(ESI),MBBS (MBBS),BC NO,7,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Assam,All India except Central University,"ESIC Medical College and Hospital, Beltola, No. 242, Pir Ajan Fakir Road, Beltola, Guwahati, Assam-781022 (904552)",Employees State Insurance Scheme(ESI),MBBS (MBBS),EW NO,3,Both
Assam,All India except Central University,"ESIC Medical College and Hospital, Beltola, No. 242, Pir Ajan Fakir Road, Beltola, Guwahati, Assam-781022 (904552)",Employees State Insurance Scheme(ESI),MBBS (MBBS),OP NO,9,Both
Assam,All India except Central University,"ESIC Medical College and Hospital, Beltola, No. 242, Pir Ajan Fakir Road, Beltola, Guwahati, Assam-781022 (904552)",Employees State Insurance Scheme(ESI),MBBS (MBBS),SC NO,4,Both
Assam,All India except Central University,"ESIC Medical College and Hospital, Beltola, No. 242, Pir Ajan Fakir Road, Beltola, Guwahati, Assam-781022 (904552)",Employees State Insurance Scheme(ESI),MBBS (MBBS),ST NO,2,Both
Assam,All India except Central University,"Fakhruddin Ali Ahmed Medical College, Barpeta, Assam, Jania Road, Jotigaon, Barpeta, Assam (200103)",All India,MBBS (MBBS),BC NO,5,Both
Assam,All India except Central University,"Fakhruddin Ali Ahmed Medical College, Barpeta, Assam, Jania Road, Jotigaon, Barpeta, Assam (200103)",All India,MBBS (MBBS),EW NO,2,Both
Assam,All India except Central University,"Fakhruddin Ali Ahmed Medical College, Barpeta, Assam, Jania Road, Jotigaon, Barpeta, Assam (200103)",All India,MBBS (MBBS),OP NO,7,Both
Assam,All India except Central University,"Fakhruddin Ali Ahmed Medical College, Barpeta, Assam, Jania Road, Jotigaon, Barpeta, Assam (200103)",All India,MBBS (MBBS),OP PH,1,Both
Assam,All India except Central University,"Fakhruddin Ali Ahmed Medical College, Barpeta, Assam, Jania Road, Jotigaon, Barpeta, Assam (200103)",All India,MBBS (MBBS),SC NO,3,Both
Assam,All India except Central University,"Fakhruddin Ali Ahmed Medical College, Barpeta, Assam, Jania Road, Jotigaon, Barpeta, Assam (200103)",All India,MBBS (MBBS),ST NO,1,Both
Assam,All India except Central University,"Gauhati Medical College, Guwahati, 7th, Floor Mother & Child Hospital (MCH) Bhangagarh, Guwahati-781032, Assam. (200104)",All India,MBBS (MBBS),BC NO,10,Both
Assam,All India except Central University,"Gauhati Medical College, Guwahati, 7th, Floor Mother & Child Hospital (MCH) Bhangagarh, Guwahati-781032, Assam. (200104)",All India,MBBS (MBBS),EW NO,4,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Assam,All India except Central University,"Gauhati Medical College, Guwahati, 7th, Floor Mother & Child Hospital (MCH) Bhangagarh, Guwahati-781032, Assam. (200104)",All India,MBBS (MBBS),OP NO,15,Both
Assam,All India except Central University,"Gauhati Medical College, Guwahati, 7th, Floor Mother & Child Hospital (MCH) Bhangagarh, Guwahati-781032, Assam. (200104)",All India,MBBS (MBBS),SC NO,4,Both
Assam,All India except Central University,"Gauhati Medical College, Guwahati, 7th, Floor Mother & Child Hospital (MCH) Bhangagarh, Guwahati-781032, Assam. (200104)",All India,MBBS (MBBS),SC PH,1,Both
Assam,All India except Central University,"Gauhati Medical College, Guwahati, 7th, Floor Mother & Child Hospital (MCH) Bhangagarh, Guwahati-781032, Assam. (200104)",All India,MBBS (MBBS),ST NO,2,Both
Assam,All India except Central University,"Gauhati Medical College, Guwahati, 7th, Floor Mother & Child Hospital (MCH) Bhangagarh, Guwahati-781032, Assam. (200104)",All India,MBBS (MBBS),ST PH,1,Both
Assam,All India except Central University,"Government Dental College Dibrugarh, I Lane, inside Assam Medical college campus, Barbari, Dibrugarh-786002 (902809)",All India,BDS (BDS),BC NO,1,Both
Assam,All India except Central University,"Government Dental College Dibrugarh, I Lane, inside Assam Medical college campus, Barbari, Dibrugarh-786002 (902809)",All India,BDS (BDS),BC PH,1,Both
Assam,All India except Central University,"Government Dental College Dibrugarh, I Lane, inside Assam Medical college campus, Barbari, Dibrugarh-786002 (902809)",All India,BDS (BDS),EW NO,1,Both
Assam,All India except Central University,"Government Dental College Dibrugarh, I Lane, inside Assam Medical college campus, Barbari, Dibrugarh-786002 (902809)",All India,BDS (BDS),OP NO,3,Both
Assam,All India except Central University,"Government Dental College Dibrugarh, I Lane, inside Assam Medical college campus, Barbari, Dibrugarh-786002 (902809)",All India,BDS (BDS),SC NO,2,Both
Assam,All India except Central University,"Government Dental College Dibrugarh, I Lane, inside Assam Medical college campus, Barbari, Dibrugarh-786002 (902809)",All India,BDS (BDS),ST NO,1,Both
Assam,All India except Central University,"Government Dental College, Silchar, Government Dental College,Silchar,Hailakandi road,Near Silchar Medical College,Ghungoor,Silchar (902810)",All India,BDS (BDS),BC NO,3,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Assam,All India except Central University,"Government Dental College, Silchar, Government Dental College,Silchar,Hailakandi road,Near Silchar Medical College,Ghungoor,Silchar (902810)",All India,BDS (BDS),EW NO,1,Both
Assam,All India except Central University,"Government Dental College, Silchar, Government Dental College,Silchar,Hailakandi road,Near Silchar Medical College,Ghungoor,Silchar (902810)",All India,BDS (BDS),OP NO,3,Both
Assam,All India except Central University,"Government Dental College, Silchar, Government Dental College,Silchar,Hailakandi road,Near Silchar Medical College,Ghungoor,Silchar (902810)",All India,BDS (BDS),OP PH,1,Both
Assam,All India except Central University,"Government Dental College, Silchar, Government Dental College,Silchar,Hailakandi road,Near Silchar Medical College,Ghungoor,Silchar (902810)",All India,BDS (BDS),SC NO,1,Both
Assam,All India except Central University,"Jorhat Medical College & Hospital , Jorhat, Kushal Konwar Path, Barbheta, Jorhat, Assam, 785001 (200105)",All India,MBBS (MBBS),BC NO,4,Both
Assam,All India except Central University,"Jorhat Medical College & Hospital , Jorhat, Kushal Konwar Path, Barbheta, Jorhat, Assam, 785001 (200105)",All India,MBBS (MBBS),BC PH,1,Both
Assam,All India except Central University,"Jorhat Medical College & Hospital , Jorhat, Kushal Konwar Path, Barbheta, Jorhat, Assam, 785001 (200105)",All India,MBBS (MBBS),EW NO,2,Both
Assam,All India except Central University,"Jorhat Medical College & Hospital , Jorhat, Kushal Konwar Path, Barbheta, Jorhat, Assam, 785001 (200105)",All India,MBBS (MBBS),OP NO,7,Both
Assam,All India except Central University,"Jorhat Medical College & Hospital , Jorhat, Kushal Konwar Path, Barbheta, Jorhat, Assam, 785001 (200105)",All India,MBBS (MBBS),OP PH,1,Both
Assam,All India except Central University,"Jorhat Medical College & Hospital , Jorhat, Kushal Konwar Path, Barbheta, Jorhat, Assam, 785001 (200105)",All India,MBBS (MBBS),SC NO,3,Both
Assam,All India except Central University,"Jorhat Medical College & Hospital , Jorhat, Kushal Konwar Path, Barbheta, Jorhat, Assam, 785001 (200105)",All India,MBBS (MBBS),ST NO,1,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Assam,All India except Central University,"Kokrajhar Medical College, Rangalikhata Pt.-1, Kokrajhar (200652)",All India,MBBS (MBBS),BC NO,4,Both
Assam,All India except Central University,"Kokrajhar Medical College, Rangalikhata Pt.-1, Kokrajhar (200652)",All India,MBBS (MBBS),EW NO,1,Both
Assam,All India except Central University,"Kokrajhar Medical College, Rangalikhata Pt.-1, Kokrajhar (200652)",All India,MBBS (MBBS),OP NO,6,Both
Assam,All India except Central University,"Kokrajhar Medical College, Rangalikhata Pt.-1, Kokrajhar (200652)",All India,MBBS (MBBS),SC NO,3,Both
Assam,All India except Central University,"Kokrajhar Medical College, Rangalikhata Pt.-1, Kokrajhar (200652)",All India,MBBS (MBBS),ST NO,1,Both
Assam,All India except Central University,"Lakhimpur Medical College, Chowkham Saboti North Lakhimpur Lakhimpur (200588)",All India,MBBS (MBBS),BC NO,4,Both
Assam,All India except Central University,"Lakhimpur Medical College, Chowkham Saboti North Lakhimpur Lakhimpur (200588)",All India,MBBS (MBBS),EW NO,1,Both
Assam,All India except Central University,"Lakhimpur Medical College, Chowkham Saboti North Lakhimpur Lakhimpur (200588)",All India,MBBS (MBBS),EW PH,1,Both
Assam,All India except Central University,"Lakhimpur Medical College, Chowkham Saboti North Lakhimpur Lakhimpur (200588)",All India,MBBS (MBBS),OP NO,5,Both
Assam,All India except Central University,"Lakhimpur Medical College, Chowkham Saboti North Lakhimpur Lakhimpur (200588)",All India,MBBS (MBBS),SC NO,2,Both
Assam,All India except Central University,"Lakhimpur Medical College, Chowkham Saboti North Lakhimpur Lakhimpur (200588)",All India,MBBS (MBBS),ST NO,2,Both
